,0
0,0.9440390815481723
1,0.9112212035540357
2,0.6649993143788924
3,0.8687382100486343
4,0.9544661335079881
5,0.7487707414449429
6,0.7472758320937773
7,0.6412570531918713
8,0.9506736953186627
9,0.9436770616827973
10,0.9553276548438443
11,0.8707391967368527
12,0.8834548307590376
13,0.882659220680557
14,0.7566478532558566
15,0.9045791821599916
16,0.752526406314923
17,0.8446584606125147
18,0.7810213994469597
19,0.702514325755626
20,0.5909637349684533
21,0.7217980048580701
22,0.8475234709761645
23,0.8696825661660044
24,0.9212553016573521
25,0.8398629590701949
26,0.6474616380697149
27,0.7675690542120879
28,0.9472306051024725
29,0.8811507199748677
30,0.9063488129086441
31,0.8701651560688851
32,0.944262927958714
33,0.9611825080899045
34,0.8792184494842459
35,0.6735193751622195
36,0.6565440322138134
37,0.7995115243340127
38,0.8255295443947667
39,0.9384265072680357
40,0.895784299503946
41,0.9764211917849516
42,0.8936115553019911
43,0.8103694442607168
44,0.7303638303778847
45,0.6590681627139952
46,0.8446821899661706
47,0.91928154465578
48,0.9491017826566115
49,0.6495082781230372
50,0.6650408048682499
51,0.7803745583956585
52,0.8993512707695946
53,0.8660624228483319
54,0.6737025657503688
55,0.792532913005435
56,0.7534483108035034
57,0.8975495193489333
58,0.8284166444424584
59,0.7169913255916139
60,0.85621940831362
61,0.8859851257467977
62,0.8493703311784334
63,0.8890117568161977
64,0.9216694138591429
65,0.6770487775766516
66,0.7206034931846259
67,0.8546412545838794
68,0.9355941503282557
69,0.7040332175649302
70,0.9213066416221278
71,0.7857999279646899
72,0.8137315463423347
73,0.9777927213766407
74,0.9690549265668922
75,0.7534792052388163
76,0.8712987579546898
77,0.753901026419304
78,0.8838493505633023
79,0.7744331211994829
80,0.9118620673791844
81,0.8810638454248682
82,0.907307710771681
83,0.7233631396512835
84,0.6972281504965336
85,0.47303546321771117
86,0.820384319581995
87,0.8024720973653654
88,0.7081381858886475
89,0.7679506521871048
90,0.7450700055369008
91,0.6157429605743089
92,0.9582619704261706
93,0.8896915260322369
94,0.9808959983680822
95,0.7506114700956614
96,0.699342813155634
97,0.729303086213256
98,0.824211727858724
99,0.7723717200488742
100,0.8554253762208278
101,0.7429111675984137
102,0.7076155077386796
103,0.8351319255153868
104,0.9012428995785458
105,0.8363411170469771
106,0.9024412737279185
107,0.7339463598057997
108,0.9558390386547169
109,0.5604735393364934
110,0.8706149026355815
111,0.9104679681609256
112,0.9648506609589572
113,0.6653599785346358
114,0.9328602763622666
115,0.9618289786482552
116,0.9308091836292355
117,0.8288511015253186
118,0.983522630035493
119,0.7436048144764997
120,0.9395206101159811
121,0.6286754025418524
122,0.7820891416314311
123,0.6397054429283355
124,0.952106834237617
125,0.743953465315376
126,0.8007511525219698
127,0.7427657282264807
128,0.9240641999110906
129,0.9312122915683451
130,0.8270606442119772
131,0.9781234918383432
132,0.8674432249462163
133,0.6092306575923958
134,0.7094863838590216
135,0.8211065016961983
136,0.899726565687681
137,0.8031179150106988
138,0.9060629997613832
139,0.7136778765861567
140,0.8864885649928986
141,0.6107797297544441
142,0.7104985350467432
143,0.8599357642125157
144,0.885629251366514
145,0.7895924428759565
146,0.9504527277280206
147,0.7675008568059127
148,0.9256285773890656
149,0.8832867891104466
150,0.9393846935627306
151,0.8517627862722953
152,0.58985766918821
153,0.7838268298370868
154,0.9325774230314763
155,0.9089045740876439
156,0.9695736378098985
157,0.7749462977315448
158,0.7089217052431018
159,0.7869993078642271
160,0.9669537790662197
161,0.8155954016446229
162,0.878204808133554
163,0.7503440950401147
164,0.7246979421686925
165,0.9577278985984266
166,0.5190448990465878
167,0.9493526864649355
168,0.906708288606526
169,0.8720929922113926
170,0.7335506414673384
171,0.7731862445629173
172,0.7460150721463944
173,0.8631892135982324
174,0.8732524536525259
175,0.7648409307473292
176,0.7594139872534779
177,0.8307637884662806
178,0.4730684629691688
179,0.9046929017768196
180,0.8536290740285489
181,0.7506945851404907
182,0.9641862763412703
183,0.935690211145332
184,0.6964052924894893
185,0.8151667482077969
186,0.9118017599409308
187,0.8077127046287963
188,0.9646647989975295
189,0.7057124024681204
190,0.8769347999465897
191,0.9264099036009654
192,0.9235945534909699
193,0.9176670887609366
194,0.8939411553821902
195,0.8880333778189672
196,0.9714656993505609
197,0.8061157348997156
198,0.9460942656834928
199,0.9487547492724469
200,0.8328913607773648
201,0.7885276806836581
202,0.7739164605870691
203,0.8569059247807441
204,0.9054010655102047
205,0.8145319046674517
206,0.6930684643804595
207,0.8838154037054078
208,0.7943241877355408
209,0.8171061606409322
210,0.9817219402448766
211,0.9743063253705843
212,0.7433161185884436
213,0.9399232593603282
214,0.7040402016258044
215,0.8805591764816033
216,0.7314852487924232
217,0.8270500118381919
218,0.8891460655349195
219,0.8597599738087387
220,0.8063169707142296
221,0.8602600921641121
222,0.68758599303662
223,0.6686780141057878
224,0.9648736963027704
225,0.6745070310644496
226,0.7527092799271136
227,0.699517777673083
228,0.8839414541607008
229,0.8767642965543196
230,0.7721377991150231
231,0.4859624842548371
232,0.7395374597501689
233,0.712002648307453
234,0.7324710164000091
235,0.8328596364511612
236,0.7298042429586798
237,0.4923215086789892
238,0.9131839716081648
239,0.8954308559399806
240,0.7583832890254304
241,0.8574444985703837
242,0.8434538216077644
243,0.9470633662196984
244,0.9127458341462864
245,0.8095057106538173
246,0.8577804200652399
247,0.7190820131597857
248,0.8243241718365076
249,0.9189097483105769
250,0.8233891040178102
251,0.45483498056044
252,0.9414089611291164
253,0.8373678090131702
254,0.9061981401846647
255,0.8081321463544648
256,0.8325040672398656
257,0.8277881603967121
258,0.7626262301345512
259,0.9162826944837243
260,0.7259818355842627
261,0.7162554006368387
262,0.7799202690447595
263,0.8792920262119092
264,0.9164968628586413
265,0.7802104000844028
266,0.9616734645036943
267,0.8303785680820512
268,0.7558497262925451
269,0.9810302333625802
270,0.9402504063954272
271,0.7722425393657131
272,0.9153815734328148
273,0.8014134580171622
274,0.8371796021842711
275,0.8539645482144147
276,0.8854889935632294
277,0.9479012739249475
278,0.8968760727991718
279,0.7696862018432454
280,0.8478556298056547
281,0.8673941864899894
282,0.781248490715383
283,0.47228844605526676
284,0.9749305291160785
285,0.9107947634844483
286,0.8970138447430042
287,0.599628320297304
288,0.730827779181276
289,0.680988869358061
290,0.7709756107551249
291,0.8391028906515843
292,0.8970005346584398
293,0.7925272962090286
294,0.8948421504806171
295,0.8038781183866615
296,0.6819200813121004
297,0.815510958024572
298,0.7628624340662713
299,0.6105332385236593
300,0.8065217452348694
301,0.7219824653104374
302,0.8361781989824562
303,0.7735407768192433
304,0.7326557467356949
305,0.7643786687831342
306,0.7991461248309135
307,0.7864372878489438
308,0.8853022162801075
309,0.9645438081297124
310,0.8199842674297096
311,0.9194225222541929
312,0.5404126638232633
313,0.769116150054434
314,0.9679494153060586
315,0.908848549978846
316,0.7518440672458161
317,0.9581953922908435
318,0.7296070636137852
319,0.935201164113588
320,0.7217070878288685
321,0.7970719833883285
322,0.8358751751533954
323,0.8281989459771052
324,0.5555218764268021
325,0.6881306386971736
326,0.7520874269777563
327,0.7835657567496106
328,0.9447754324990334
329,0.5727122114966958
330,0.7853416628371869
331,0.8720854720788338
332,0.8733103119758178
333,0.9229647782896787
334,0.9109212017748614
335,0.7621219715065022
336,0.86374913100696
