,0,1,2,3,4,5,6,7,8,9
0,0.06990039296546927,0.2456788079386628,0.10626278343043669,0.13480913844306322,0.1538207282426666,0.10039734121767363,0.05242352502090514,0.2899116895092321,0.672750009019071,0.9889364902346381
1,0.17268917122147043,0.11812846733382368,0.12958727360077732,0.24817964879420762,0.5557588094151289,0.588944780988856,0.36307702209283627,0.6735924573528045,0.5917642939615475,0.9179266862495441
2,0.27847750832840223,0.34491041051754623,0.3942934730216354,0.5166845974831713,0.502519618487955,0.5387059453609593,0.7509216015281291,0.999036153588619,0.6619542437279937,1.0400340319729948
3,-0.2271081952999573,-0.008765224258169016,0.2882836305393311,0.5999127148626539,0.3004174968679051,0.5358995271974272,0.8645944235735901,0.4183977259682038,0.776898703437809,0.8886001741167125
4,-0.0982446179213885,0.4537735533725303,0.37703963816092456,0.5285900483847251,0.4202282776464789,0.6224422928440972,0.47862931018241966,0.43647038126645865,1.0162876074081013,0.9038524979215589
5,0.03734517062709243,0.5466661252028058,0.5224717355739285,1.082932387551588,0.5557968720881057,0.5738553357741207,0.6618549082909744,0.8449296025962241,0.8191206108996173,0.6835488562007752
6,0.17812335916918404,-0.03367620364078909,-0.031248737995619377,0.20573895040500123,0.47451748274505223,0.3467567113683796,0.38918545909853036,0.44433062945204316,0.8135139116093627,0.7039655903528919
7,-0.061697748351006526,0.037217250606368074,0.19700771000158562,0.3149572917388789,0.30045781594133,0.47029751463763586,0.49456827413674836,0.6207914820299166,0.9158553583006203,0.7908707583629514
8,0.1697012824734502,0.3376942137498009,0.5727784811960481,0.2850872323509439,0.8812110723466517,0.5148648509863222,0.5164575873006467,0.761819537724561,0.7791986109275558,0.9210915677479213
9,-0.05544062172521876,0.012004616664126784,0.20334950148634384,0.20089631163006572,0.6254319722050581,0.7052754168936612,0.6961444392663696,0.782307349542897,0.8938682722195284,0.8847708210349979
10,0.06263771101925836,0.10239651086438714,0.02626698124843932,0.1258490462645212,0.7164745150575704,0.5703580703481831,0.6443440135958952,0.8381521770728073,0.6233918381833692,0.8462887128908508
11,0.18782558569419616,-0.0745835243758817,0.018755862886186338,0.1957272053212394,0.19486293055995282,0.40080763187888824,0.58366806866464,0.7972229091960694,0.6974192068033509,0.7232847462947357
12,0.061288804557814956,0.15188494635041583,0.0568610199250546,-0.0014430353401595486,0.5126455536516212,0.22594219823380435,0.022130276733428572,0.5888827544742902,0.8795266213359159,0.7864214205597091
13,0.09146492300129093,0.05112377228480532,0.16243457729261102,0.06303173944884014,0.5422351465099857,0.46224813719719154,0.18430656212236332,0.605118047433378,0.6585212516194026,0.780828915801722
14,0.19922091946221412,0.5447951280943861,0.17932250552784376,0.40343232769879744,0.32045632550672776,0.42390924900631116,0.4997230656388384,0.7389702669809806,0.7627304978720783,0.6614369824074742
15,0.09622771833382256,0.21818628914863442,0.13589299631884258,0.16135745364164697,0.26921638606638726,0.3419773414387546,0.5154175924162783,0.6257266613887026,0.8540040175474692,0.7087486481165419
16,0.4511356524035513,0.36401563311525753,0.25600374131569165,0.22754995429789313,0.28792264846846793,0.3482257473670796,0.1484053763079791,0.42235192817682665,0.615076479083485,0.6576501373137265
17,0.07479553458045737,0.0583783713600641,0.46150206047079967,0.2690243823067198,0.3693231765237653,0.13651133884262798,0.4129708768617815,0.4219270883214794,0.8881913409202907,0.9152430475568332
18,0.12069648789198298,0.08345164084384563,0.158537389851182,0.23037916677172515,0.26160012467710414,0.3409441316841937,0.44609246463575647,0.29866862787184517,0.4808562804252917,1.197360841049149
19,0.19953222865949588,0.11978886438728784,0.3349912635117895,0.3007209056306168,0.3415071765353354,0.5421408150335508,0.4091936295723269,0.8969161518484201,0.5401874876548818,0.8262504305055016
20,0.050736100490853114,0.07725509752728799,0.417655384184777,0.19565720412985552,0.30341231256938794,0.779095984577771,0.7315767901511271,0.768669272702416,0.8692691502978668,1.0337270694486325
21,0.33279253964013217,0.15874706362265514,0.5348221080840971,0.461646132403231,0.5208780081529927,0.6420639460105896,0.5864232967617771,1.0362587491827955,0.967855203092388,0.9914936950381049
22,0.16404482399518786,0.07252956565765162,0.1331170270943497,0.47934467774949796,0.3497780170760593,0.6068367591735004,0.6332009995966295,0.7467106393970632,0.8609431442530601,0.7937388366727631
23,0.21507525298368346,0.1789499547267789,0.3923117710740901,0.6012257653818182,0.4380675553693092,0.56796238263423,0.40726833984674726,0.6445337523419944,0.7586764065232998,1.041386130464512
24,0.06433427435322843,-0.07139289464439165,0.18360058165180426,0.18221505799030668,0.17150577213396384,0.444126871565485,0.5683966653663344,0.49735566240390006,0.4559487801786688,0.5534767108494991
25,0.30802779782088463,0.16204165714854893,0.29110731078522634,0.3837757718573539,0.44826243535969634,0.7043303970357818,0.7999458015966602,0.8524831450904502,0.820612746844438,1.0897861146926133
26,0.24370106694582833,0.07014649571072976,-0.02821752283431833,0.5079227451081261,0.6450120157524861,0.6601366450890807,0.5901121441935407,0.7973011174691378,0.9319512300180853,0.80886726792951
27,0.12929576999595138,0.18873180400696704,-0.008638326185994707,0.21816258756355458,0.3536008935465589,0.4116588985667185,0.678230641590207,0.5673918162722067,0.8651044979728436,0.853387562204088
28,0.1943977157885438,0.39901953155781683,0.14534186312610783,0.5317187792973629,0.527658903067622,0.587158428675979,0.5975435165379561,0.7238781415265757,1.0189165056101834,1.1489687726888655
29,0.37836145216451933,0.04695511599382768,0.13709711626925025,0.4938049092028808,0.6082198927996353,0.5023955695198552,0.7524028715573442,0.8982923486154503,0.78322832859811,0.7516449522148022
30,0.0610176324814098,0.09378269475106792,0.3202028903151902,0.4641593167032988,0.808289843144371,0.5381506185609185,0.5199319083576986,0.3920643581422374,0.8928857505018907,0.5048642008871327
31,-0.04816774215862201,0.022906709924982775,0.12861823321255664,0.11691037469868804,0.2098997801986185,0.3666024853190291,0.4858551839946376,0.6670201272851182,0.6961737315500736,0.8427220375631589
32,0.13574790417601829,0.2849166884207967,0.3281255963565412,0.24225375561340656,0.3438093258154663,0.193035740182037,0.4747506699456414,0.7412052636350906,0.8224581084308457,1.0292166986183202
33,-0.022341095723845246,-0.0030888849438490684,0.055220632902820116,0.3824026587682312,0.2941735386287989,0.48102226444416446,0.598937286086868,0.5218053132502115,0.30979999256133595,0.8808199988563202
34,0.08538999699971132,0.08972124167974829,0.16422417822342947,0.09517295989657776,0.15628016803906575,0.20864418129301948,0.061992246807067775,0.4009304070955283,0.7177033255577211,0.7572609620415852
35,-0.052195438993878976,0.07806139460525793,0.48441783447254005,0.6880101772059806,0.8062385927741631,0.3704307400765641,0.8338480098855137,0.8690634717699924,0.710181403914771,0.7318031244165641
