,0
0,0.7637418457967391
1,0.9497949439769278
2,1.0426479436393357
3,0.896319284179162
4,0.948506917034626
5,1.0293977876319669
6,0.8318580506710079
7,1.090611696907268
8,0.9585093571888055
9,0.6582769826770555
10,0.9873747489579497
11,0.8286893918273422
12,0.8118174410284484
13,1.0999699225277577
14,0.8873229682824829
15,0.7306682426097848
16,0.8203402514171406
17,1.0797879881886663
18,0.7679916612215046
19,0.7211284699399132
20,0.6489210402341672
21,1.0834317545478256
22,0.9939894039573448
23,0.8381919554321893
24,0.9536641365123553
25,0.9656303184196705
26,0.866651567926288
27,0.8056058538299462
28,0.9995468975965252
29,0.9863246076511685
30,0.8235707399920918
31,1.168738038505512
32,0.7905114242545134
33,0.47809904044598023
34,0.8643067428962913
35,0.8745853434231154
36,0.9757480790709151
37,0.6315121393252855
38,1.0179565009390124
39,0.778045051029418
40,1.0096818317718335
41,1.0245102065891818
42,0.7035994119993709
43,0.8854616140986151
44,0.5724295518027871
45,0.8826360351243732
46,0.6828671919001873
47,0.8912118943237791
48,1.0416222569544298
49,1.159248152090143
50,1.1371781181526377
51,0.7629073249830288
52,0.6764765003961314
53,1.0145177446955544
54,0.9139909494010351
55,0.9565018310329629
56,0.9470147111924145
57,0.5604888900783652
58,0.9427637588589715
59,0.818302972821958
60,1.0723763293265078
61,0.93297688159016
62,0.584899463639571
63,0.9171738243133531
64,0.8413993457415724
65,0.8530531219127983
66,0.9400688079777346
67,0.8434598403328899
68,0.8862948419405788
69,0.9242029907946304
70,1.014439885624271
71,1.0666974170533992
72,0.7894191017448301
73,1.1763982021603858
74,0.7597386882695879
75,0.6011146334719228
76,1.0855738193364273
77,0.9149955720483909
78,0.8670142817807263
79,0.817896021188794
80,0.9352549071028353
81,1.0594100855445976
82,0.9549741467255103
83,0.7673546994842066
84,1.0557609431816697
85,1.0818751658687793
86,0.991089678356462
87,0.6557792736037453
88,1.0447625806795213
89,0.8896979105751056
90,1.115556966340022
91,1.0224130207146227
92,0.5953741571053803
93,1.0587338889475972
94,0.6819928127071236
95,0.6441535962906765
96,0.8371715946061791
97,0.7338570106785463
98,0.7786514716016981
99,0.5024988972106736
100,0.961064111857077
101,1.056912521241411
102,0.8667833821598182
103,0.7353703114265082
104,0.7300375984285257
105,1.0846458923109623
106,1.1762264103575886
107,0.8510885306770056
108,0.6660693772592634
109,1.1049216107581898
110,0.922048665523857
111,0.9196316461629332
112,1.1845861370243251
113,0.7924709307701074
114,1.059504929878598
115,1.063196740023056
116,0.7916194530465894
117,0.7087623326143335
118,0.8635897214183287
119,0.8911680221104636
120,0.9185657817027686
121,0.7419840354694516
122,0.9846213162806455
123,0.7172394785743388
124,0.8519313566757275
125,0.656192111872243
126,1.0572504378384018
127,0.6285911751751333
128,1.2107276780978287
129,0.8491577209106211
130,0.7874137258487784
131,0.7949373364867253
132,0.9012590565446158
133,0.7400739982536568
134,0.8208200051206017
135,0.9122258647079589
136,0.6435449122335775
137,0.7532339817085265
138,1.2172304536799823
139,0.9739166407764221
140,0.7429388584609963
141,0.9512199050289335
142,0.7318058707378682
143,0.946859508734037
144,1.0120597664734492
145,0.8525753588877429
146,0.911640797942315
147,0.8688434708042614
148,0.7066527686874877
149,0.9955559639107223
150,0.7002655292022812
151,1.0916887185421895
152,0.944360122747993
153,1.3888275073410892
154,0.8742003703973019
155,1.0257609284339306
156,0.9140521938900915
157,0.8422454989447536
158,0.8341203414562909
159,0.9919939218975182
160,0.9580141807652116
161,0.9503168773334443
162,0.8096133631706801
163,0.9908531059311846
164,0.9393276177780686
165,1.0902000690578588
166,0.8253627230482807
167,0.812842416001341
168,1.1027305603288415
169,0.7798571028132
170,1.2325021764179573
171,1.3274838625702934
172,1.1868510160773977
173,1.075635274379762
174,0.9257495953725311
175,0.7203791856050148
176,0.9538805797699936
177,0.5790799331829282
178,0.8444151955047047
179,0.9403795746386384
180,1.0228325276830383
181,0.9868555826358283
182,0.7349548866999188
183,1.2099634579929712
184,0.9037487791301491
185,1.1017295789335437
186,1.0277491797693197
187,1.096628136164269
188,1.3251816835175307
189,0.9735463507689281
190,0.9933096046204577
191,0.8162729504286617
192,0.8849733809898408
193,0.9617954186749393
194,0.9450020879109837
195,0.884548772105416
196,0.8816762160115712
197,1.114524227565569
198,1.2012999269956068
199,0.8924963031050213
200,0.7976334723156376
201,0.9008894912975305
202,1.1227100329371607
203,0.9663164491369142
204,1.0841380559961353
205,1.0792965500235923
206,0.6687675353649557
207,0.63073522429699
208,0.730306124713152
209,0.8489328672259572
210,0.9042295349875797
211,0.8068361745565655
212,0.8555709690321205
213,0.8643168937687334
214,0.8876437777463448
215,1.0364108684293956
216,1.107050159762582
217,0.7900803138867005
218,0.8540453656061875
219,0.9179765048095866
220,1.0102504596968827
221,0.9362895158972112
222,1.0528233147711505
223,0.7369197598075815
224,0.9578313944125909
225,1.3360885040970756
226,0.9733059308191581
227,0.7954607217145067
228,0.9737785772010545
229,0.6438460909044668
230,0.9605626027411408
231,0.9742574508237735
232,0.7529165968724052
233,1.1208758205631877
234,0.6249154617761389
235,0.8291637371033702
236,0.8544675324140079
237,0.6611154807567016
238,1.345483270195622
239,1.014828103343507
240,1.0203309856634803
241,1.1112553383913142
242,0.9616340112308678
243,1.1721968524125945
244,1.2692778551139425
245,0.9498582468210706
246,0.8752987796032046
247,1.0256760180923823
248,0.8925483670336181
249,0.8058842353065356
250,1.4423763321206384
251,1.3336757852969874
252,0.7142653091475623
253,0.9785850538139003
254,0.75605397707683
255,1.3850066443743971
256,0.5842064139655195
257,1.17477875827523
258,0.8064507077497506
259,1.0792597192541653
260,0.8387072731171228
261,0.6051882917408917
262,0.8567346483784719
263,0.650166335393036
264,0.6233822870315275
265,1.003252513077398
266,0.8182925025559398
267,1.0709676060949709
268,0.9026633549011738
269,1.1248378691959182
270,1.1004275045053753
271,1.0624464534248543
272,0.9892317944177653
273,0.6042616568440093
274,1.262520682959535
275,0.6196889896968427
276,0.9841711690711601
277,0.751398986988274
278,1.3023113871180663
279,0.8683071844067635
280,0.6708581777882442
281,1.1208320209665064
282,0.7443948488778881
283,0.8335323635136547
284,0.9119819430846899
285,0.8173631717733301
286,1.1561442755938376
287,0.8287683306301576
288,0.7923208180472423
289,0.9334542514375372
290,0.7291970493919135
291,0.873144872451365
292,0.9848569233328888
293,0.6189203672727996
294,0.4577152438716986
295,0.7000361437388622
296,1.1725525626073467
297,1.1620863391630691
298,0.7961287677915092
299,1.2254595577712477
